,name,location
15916,제주오라점,제주특별자치도 제주시 서사로 173(오라일동)
15917,제주외도로점,제주특별자치도 제주시 외도일동우정로4길 40
15918,제주외도점,제주특별자치도 제주시 일주서로7344
15919,제주용담센터점,제주특별자치도 제주시 남성로 83-11층
15920,제주용담해안로점,제주특별자치도 제주시 서해안로612 (용담삼동)
15921,제주용담현대점,제주특별자치도 제주시 용담로50-1 (용담이동)
15922,제주용두암점,제주특별자치도 제주시 용두암길16 (용담이동)
15923,제주용문로터리점,제주특별자치도 제주시 용담이동용문로 162
15924,제주용수해안로점,제주특별자치도 제주시 한경해안로 156
15925,제주용해로점,제주특별자치도 제주시 용화로1 (용담이동)
15926,제주우도비양도점,제주특별자치도 제주시 우도해안길 920
15927,제주우도천진항점,제주특별자치도 제주시 우도해안길 86
15928,제주우도해안길점,제주특별자치도 제주시 우도해안길 810
15929,제주우평로점,제주특별자치도 제주시 우평로 11
15930,제주원남점,제주특별자치도 제주시 원남6길 491층
15931,제주월랑센터점,제주특별자치도 제주시 다랑곶4길 26
15932,제주월정리점,제주특별자치도 제주시 월정1길 21층
15933,제주월정해안로점,제주특별자치도 제주시 행원로1길 33
15934,제주유수암점,제주특별자치도 제주시 유수암평화길 242
15935,제주이도남광점,제주특별자치도 제주시 남광로 24
15936,제주이도뉴타운점,제주특별자치도 제주시 구남동6길6 (이도이동)
15937,제주이도동광양점,제주특별자치도 제주시 동광로 51
15938,제주이도베라체점,제주특별자치도 제주시 신설로46 (아라이동)
15939,제주이도센터점,제주특별자치도 제주시 청귤로3길 54
15940,제주이도아람점,제주특별자치도 제주시 중앙로270-4 (이도이동)
15941,제주이도제일점,제주특별자치도 제주시 동광로6길11 (이도이동)
15942,제주이도중앙점,"제주특별자치도 제주시 구남로7길 36 상가동109,110호(이도이동, 주공1아파트)"
15943,제주이호로드점,제주특별자치도 제주시 일주서로 7589
15944,제주인화로점,제주특별자치도 제주시 동광로21길6 (일도이동)
15945,제주일도대림점,제주특별자치도 제주시 태성로 34-1
15946,제주일도점,제주특별자치도 제주시 일도이동삼성로 116
15947,제주일도하나점,제주특별자치도 제주시 동광로19길 551층 104호
15948,제주일주서로점,제주특별자치도 제주시 일주서로 7735도두일동
15949,제주전농로점,제주특별자치도 제주시 전농로 79
15950,제주제광점,제주특별자치도 제주시 서광로 28길15 (이도이동)
15951,제주제원점,제주특별자치도 제주시 신광로 48
15952,제주제일고점,제주특별자치도 제주시 진군길 22
15953,제주조천점,제주특별자치도 제주시 신북로 255
15954,제주진군점,제주특별자치도 제주시 진군중길 27
15955,제주천수로점,제주특별자치도 제주시 일도이동천수로 52
15956,제주탐라광장점,제주특별자치도 제주시 산지로 311층(일도일동)
15957,제주탑동광장점,제주특별자치도 제주시 동화로1길 49-14(화북원동)
15958,제주탑동로점,제주특별자치도 제주시 삼도이동중앙로2길 15
15959,제주터미널점,제주특별자치도 제주시 서광로171 (용담일동)
15960,제주퍼시픽호텔점,제주특별자치도 제주시 서사로25 (삼도이동)
15961,제주펠리체점,"제주특별자치도 제주시 도령로73 (연동, 연동펠리체 102호)"
15962,제주평대점,제주특별자치도 제주시 구좌읍일주동로 2973
15963,제주하도점,제주특별자치도 제주시 문주란로1길 74-24
15964,제주학사로점,제주특별자치도 제주시 신성로105 (이도이동)
15965,제주한림로점,제주특별자치도 한림읍 한림로359
15966,제주한림읍사무소점,제주특별자치도 제주시 한림상로 142
15967,제주한림중앙점,제주특별자치도 제주시 한림읍 한림중앙로35
15968,제주한림항점,제주특별자치도 제주시 한림해안로 139한림항 선원복지회관 지선 가번지
15969,제주한림항호텔점,제주특별자치도 제주시 한림읍 한림로656
15970,제주한마음병원점,제주특별자치도 제주시 연신로52 (이도이동)
15971,제주함덕게스트하우스,제주특별자치도 제주시 조천읍신북로 643
15972,제주함덕삼다점,제주특별자치도 제주시 조함해안로 488
15973,제주합동청사점,제주특별자치도 제주시 연삼로318 1층 102호 (도남동)
15974,제주해안도로점,제주특별자치도 제주시 서해안로228 (도두일동)
15975,제주현대오피스텔점,"제주특별자치도 제주시 도령로 871층 103호(연동, 현대오피스텔)"
15976,제주협재돌집점,제주특별자치도 제주시 한림로 318
15977,제주화북공단점,제주특별자치도 제주시 선반로 69
15978,제주화북주공점,"제주특별자치도 제주시 동화로1길 9101,2호"
15979,제주화북중앙점,제주특별자치도 제주시 진남로6길21
15980,제주화북진남점,제주특별자치도 제주시 진남로10길 27
15981,제주ICC점,제주 서귀포시 중문동2700
15982,제주KAL호텔점,제주특별자치도 제주시 삼성로13
15983,마사회제주구관2층점,제주특별자치도 제주시 애월읍 평화로2144 (제주경마장구관2층)
15984,마사회제주신관2층점,제주특별자치도 제주시 애월읍 평화로2144 (제주경마장신관2층)
15985,마사회제주예시장점,제주특별자치도 제주시 애월읍 평화로2144
15986,서귀포강정상록점,제주특별자치도 서귀포시 서호동서호중앙로 63
15987,서귀포강정점,제주특별자치도 서귀포시 신서귀로97번길 871층 101호
15988,서귀포고성점,제주특별자치도 서귀포시 성산읍고성동서로 66
15989,서귀포노블휘닉스점,제주특별자치도 서귀포시 태평로 5051층
15990,서귀포대정로드점,제주특별자치도 서귀포시 대정읍 일과리1452-1외 1필지
15991,서귀포대정점,제주 특별자치도 서귀포시 대정읍하모상가로 38-2
15992,서귀포대정주공점,제주 특별자치도 서귀포시 대정읍하모중앙로 5
15993,서귀포대정중앙점,제주특별자치도 서귀포시 신영로 104
15994,서귀포대정하모점,제주특별자치도 서귀포시 하모항구로 32
15995,서귀포더포그레이스점,제주특별자치도 서귀포시 성산읍해맞이해안로 2670
15996,서귀포동광IC점,제주특별자치도 서귀포시 동광로 164
15997,서귀포동문점,제주특별자치도 서귀포시 동문로70 (서귀동)
15998,서귀포동홍센터점,제주특별자치도 서귀포시 동홍로45 (동홍로)
15999,서귀포동홍점,제주특별자치도 서귀포시 동홍중앙로 70
16000,서귀포동홍중앙점,제주특별자치도 서귀포시 동홍중앙로17 (동홍동)
16001,서귀포동홍현대점,제주특별자치도 서귀포시 동홍남로70 (동홍동)
16002,서귀포라마다점,제주특별자치도 서귀포시 서호동서호중로 55 1층
16003,서귀포라사니아리조트점,제주특별자치도 서귀포시 성산읍일주동로 5199 비치캐슬A동 101호
16004,서귀포롯데기숙사점,제주특별자치도 서귀포시 상예동예래로109번길 14
16005,서귀포모슬포항점,제주특별자치도 서귀포시 대정읍최남단해안로 44
16006,서귀포밸류호텔점,제주특별자치도 서귀포시 김정문화로 511층
16007,서귀포범섬점,제주특별자치도 서귀포시 월드컵로 169
16008,서귀포부두점,제주특별자치도 서귀포시 칠십리로 49
16009,서귀포색달점,제주 특별자치도 서귀포시 색달동137364
16010,서귀포서강파인힐점,제주특별자치도 서귀포시 서홍동285-3 서강파인힐5차 101호
16011,서귀포서귀점,제주특별자치도 서귀포시 중앙로 62번길61 (서귀동)
16012,서귀포서문로점,제주특별자치도 서귀포시 서문로41번길 2(서귀동)
16013,서귀포선경점,"제주특별자치도 서귀포시 중정로 123103호 (서귀동, 선경오피스텔)"
16014,서귀포성읍점,제주특별자치도 서귀포시 성읍정의현로 110
16015,서귀포솔동산점,제주특별자치도 서귀포시 천지연로29번길 8서귀동
16016,서귀포송산점,제주특별자치도 칠십리로139 (서귀동)
16017,서귀포쇠소깍점,제주특별자치도 서귀포시 쇠소깍로128 (하효동)
16018,서귀포스카이힐점,제주 특별자치도 서귀포시 일주서로1124
16019,서귀포스타점,제주도 서귀포시 중정로571층
16020,서귀포시청점,제주특별자치도 서귀포시 서홍동홍중로 12
16021,서귀포신시가지점,제주특별자치도 서귀포시 신서로48번길24 (강정동)
16022,서귀포신양점,제주특별자치도 서귀포시 성산읍신양로 114번지
16023,서귀포신화역사로점,제주특별자치도 서귀포시 신화역사로 372-1
16024,서귀포안덕사계점,제주특별자치도 서귀포시 안덕면사계남로21번길 30-5
16025,서귀포엠스테이점,제주특별자치도 서귀포시 태평로353번길 14
16026,서귀포오션팰리스점,제주도 서귀포시 중앙로14 102호
16027,서귀포올레시장점,제주특별자치도 서귀포시 중앙로 48번길29 (서귀동)
16028,서귀포월드컵경기장점,제주특별자치도 서귀포시 법환동월드컵로 31
16029,서귀포이든호텔점,제주특별자치도 서귀포시 서문로 42-1101호
16030,서귀포일주대로점,제주특별자치도 서귀포시 일주동로 7131
16031,서귀포중문롯데점,제주 특별자치도 서귀포시 중문관광로72번길 29-9
16032,서귀포중문상로점,제주특별자치도 서귀포시 중문상로 451층(중문동)
16033,서귀포중앙오거리점,제주특별자치도 서귀포시 동문동로 35
16034,서귀포중앙점,제주특별자치도 서귀포시 태평로 431번길32 (서귀동)
16035,서귀포창천점,제주특별자치도 서귀포시 일주서로 1357
16036,서귀포천지연점,제주특별자치도 서귀포시 남성중로2-15
16037,서귀포천지점,제주특별자치도 서귀포시 천지로 13
16038,서귀포코델리아리조트점,제주특별자치도 서귀포시 일주동로4120번길23-20
16039,서귀포코델리아점,제주특별자치도 서귀포시 성산읍 오조리990-1 코델리아 에스 리조트
16040,서귀포태평로점,제주특별자치도 서귀포시 태평로440 (서귀동)
16041,서귀포토산로점,제주특별자치도 서귀포시 일주동로 6470
16042,서귀포표선리시온점,제주특별자치도 서귀포시 표선동서로 2631층
16043,서귀포표선해비치점,제주특별자치도 서귀포시 민속해안로 576
16044,서귀포한국콘도점,제주 특별자치도 서귀포시 중문관광로72번길 29-29
16045,서귀포항공우주박물관점,제주특별자치도 서귀포시 안덕면 서광리산39
16046,서귀포현대점,제주 특별자치도 서귀포시 법환동749-1
16047,성산라마다호텔점,"제주특별자치도 서귀포시 성산읍 동류암로26, 1층 101호"
16048,성산일출봉점,제주특별자치도 서귀포시 성산읍 일출로284-12
16049,성산코업시티점,제주특별자치도 서귀포시 성산읍성산리 250
16050,제주가이아호텔점,제주특별자치도 제주시 연동7길4
16051,제주고산로점,제주특별자치도 제주시 중앙로247 (이도이동)
16052,제주고산리점,제주특별자치도 제주시 고산로 161층
16053,제주곽지로드점,제주특별자치도 제주시 곽지7길 2
16054,제주곽지점,제주특별자치도 제주시 애월읍 일주서로5989
16055,제주관덕로점,제주특별자치도 제주시 관덕로38 (삼도이동)
16056,제주광령점,제주특별자치도 제주시 애월읍 광성로295
16057,제주광양점,제주특별자치도 제주시 이도일동서광로29길 13
16058,제주구남로점,제주특별자치도 제주시 이도이동구남동2길 47
16059,제주구남센터점,제주특별자치도 제주시 구남동4길 38
16060,제주국제공항3층점,제주특별자치도 제주시 용담이동2002번지 공항청사 3층
16061,제주귀덕점,제주특별자치도 제주시 한림읍 일주서로5850
16062,제주그랜드점,제주특별자치도 제주시 노연로88
16063,제주그랜드호텔점,제주특별자치도 제주시 연동4길 6-3(연동)
16064,제주김녕점,제주특별자치도 제주시 구좌읍김녕리 127
16065,제주남광로점,제주특별자치도 제주시 중앙로327 (이도이동)
16066,제주남성로점,제주특별자치도 제주시 남성로119 (삼도일동)
16067,제주노연로점,제주특별자치도 제주시 노연로 138
16068,제주노형메르헨점,제주특별자치도 제주시 연북로45 (메르헨하우스 )
16069,제주노형백두점,제주특별자치도 제주시 원노형로26 101호(노형동)
16070,제주노형부영점,"제주특별자치도 제주시 과원북2길 12상가동 101호(노형동,부영아파트)"
16071,제주노형센터점,제주특별자치도 제주시 정존 15길5 (노형동)
16072,제주노형에코점,제주특별자치도 제주시 원노형6길 28
16073,제주노형오거리점,제주특별자치도 제주시 노연로25 (노형동)
16074,제주노형이레점,제주특별자치도 제주시 연북로 12103호
16075,제주노형지구점,제주 제주시 노형동노형로 340
16076,제주노형한라점,"제주특별자치도 제주시 정존길 1길6 (노형동,정우빌라 1층)"
16077,제주대공과대점,제주특별자치도 제주시 제주대학로102 공과대학1호관 지하매점 (아라일동)
16078,제주대글로벌점,제주특별자치도 제주시 제주대학로102 글로벌하우스 1층 (아라일동)
16079,제주대기고점,제주특별자치도 제주시 번영로479
16080,제주대법정대점,제주특별자치도 제주시 아라일동제주대학로 102
16081,제주대원룸타운점,제주특별자치도 제주시 산천단동3길10 (아라일동)
16082,제주대자연대점,제주특별자치도 제주시 제주대학로 102자연과학대학 1호관 매점(아라일동)
16083,제주대학로점,제주특별자치도 제주시 서광로28길 39-11층(이도이동)
16084,제주더호텔점,제주특별자치도 제주시 삼무로74
16085,제주도남대로점,제주특별자치도 제주시 연삼로317 (도남동)
16086,제주도남로점,제주특별자치도 제주시 도남로 3(도남동)
16087,제주도두봉점,제주특별자치도 제주시 도두일동서해안로 191
16088,제주도두점,제주특별자치도 제주시 도두항서길 59도두일동
16089,제주도두중앙점,제주특별자치도 제주시 서해안로 146
16090,제주동광로점,제주특별자치도 제주시 고마로15길 29일도이동
16091,제주동광점,"제주특별자치도 제주시 태성로3 (일도이동, 우성아파트)"
16092,제주동서타워점,"제주특별자치도 제주시 연동1길3 (연동, 동서연동타워 101호)"
16093,제주두모리점,제주특별자치도 제주시 일주서로 4329
16094,제주라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로127
16095,제주러브랜드점,제주특별자치도 제주시 1100로 2894-72107동호(1층)(연동)
16096,제주로얄점,제주특별자치도 제주시 신대로12길41
16097,제주롯데오토하우스점,제주특별자치도 제주시 용해로 92
16098,제주마리나호텔점,제주특별자치도 제주시 귀아랑길 51층(연동)
16099,제주문예회관점,제주특별자치도 제주시 가령로1 (이도이동)
16100,제주방송대점,제주특별자치도 제주시 정존7길37 (노형동)
16101,제주법원점,제주특별자치도 제주시 남광북5길12 (이도이동)
16102,제주베니키아호텔점,제주특별자치도 제주시 애월해안로 554-10
16103,제주본점,제주특별자치도 제주시 연삼로38
16104,제주봉개점,제주도 제주시 번영로524
16105,제주북초교점,제주특별자치도 제주시 삼도이동답동로15길 47 1층 제소매점2호
16106,제주북촌점,제주특별자치도 제주시 일주동로 15741층 11호(대상다려마을연립)
16107,제주빌레리조트점,제주특별자치도 제주시 애월읍 고내로 13길79
16108,제주사대부고점,제주특별자치도 제주시 용담로71 (용담이동 3/6)
16109,제주사라봉점,제주특별자치도 제주시 임항로266 (건입동 장원마리나 아파트 101)
16110,제주사라점,제주특별자치도 제주시 사라봉7길 31-1
16111,제주삼광점,제주특별자치도 제주시 번영로158 (화북이동)
16112,제주삼도서광점,제주특별자치도 제주시 삼도일동홍랑길 7
16113,제주삼도중앙점,"제주특별자치도 제주시 서광로 11길21 (삼도일동, 영훈빌라 103)"
16114,제주삼무점,제주특별자치도 제주시 삼무로 9길35 (연동)
16115,제주삼무파크점,제주특별자치도 제주시 도령로128 삼무파크텔 101호
16116,제주삼성로점,제주특별자치도 제주시 일도이동삼성로 63
16117,제주삼성제일점,제주특별자치도 제주시 일도이동신산로 36
16118,제주삼양서흘점,제주특별자치도 제주시 서흘2길 30삼양일동
16119,제주삼양점,제주특별자치도 제주시 일주동로368
16120,제주삼양중앙점,제주특별자치도 제주시 삼양이동2115-24 1층
16121,제주삼양해변점,제주특별자치도 제주시 선사로8길 11
16122,제주삼양해수욕장점,제주특별자치도 제주시 원당로5길36
16123,제주세화점,제주특별자치도 제주시 세화2길 111층
16124,제주송당마을점,제주특별자치도 제주시 중산간동로 2231
16125,제주스웨덴리조트점,제주특별자치도 제주시 명재로 100-47
16126,제주신광점,제주특별자치도 제주시 도령로7길22 한라하이츠빌라 101호
16127,제주신라점,제주특별자치도 제주시 노연로75 (연동)
16128,제주신비로점,제주특별자치도 제주시 1100로 2894-49(노형동)
16129,제주신산파크점,제주특별자치도 제주시 이도일동동광로9길 39
16130,제주신성로점,"제주특별자치도 제주시 신성로 10길36 (도남동, 덕진웰리브아파트)"
16131,제주신천지점,제주특별자치도 제주시 천수로72 68 (신천지아파트 상가 113동 103호)
16132,제주아라미화점,제주특별자치도 제주시 아란12길 24에이동 101호
16133,제주아라센터점,제주특별자치도 제주시 아라일동아란8길 16
16134,제주아라염광점,제주특별자치도 제주시 인다15길 3아라일동
16135,제주아라인다점,제주특별자치도 제주시 아란9길 33아라디오반 1층
16136,제주아라점,제주특별자치도 제주시 인다2길 661층
16137,제주아라중앙점,제주특별자치도 제주시 아란5길 18(아라일동)
16138,제주아라타운점,제주특별자치도 제주시 아라일동인다5길 10
16139,제주아카데미점,제주특별자치도  제주시 관덕로 6길20 (삼도이동)
16140,제주애월로드점,제주도 제주시 애월읍 중산간서로6617
16141,제주애월신엄점,제주특별자치도 제주시 신엄5길 1
16142,제주애월한담점,제주특별자치도 제주시 애월로1길 24 -5
16143,제주애월해안로점,제주특별자치도 제주시 애월읍 애월해안로869
16144,제주에코블루점,제주특별자치도 제주시 연북로 98 에코블루1층 1호
16145,제주여상점,제주특별자치도 제주시 동문로89-2 (건입동)
16146,제주연동도호점,제주특별자치도 제주시 연동 12길13 1층 (연동)
16147,제주연동마이빌점,제주특별자치도 제주시 신대로22길25 (연동)
16148,제주연동문화점,제주특별자치도 제주시 귀아랑길19 (연동)
16149,제주연동북타운점,제주특별자치도 제주시 노연로131
16150,제주연동센터점,제주특별자치도 제주시 신광로103 1층 (연동)
16151,제주연동시티파크점,제주특별자치도 제주시 성신로1길 23
16152,제주연동제일점,제주특별자치도 제주시 연화로2길 1
16153,제주연동청원점,제주특별자치도 제주시 도령로131
16154,제주연동풀하우스점,제주특별자치도 제주시 연동8길29 (연동)
16155,제주연동SJ점,제주특별자치도 제주시 연동삼무로 16
16156,제주연미마을점,제주특별자치도 제주시 연오로 95
16157,제주연북로점,제주특별자치도 제주시 연북로599 (이도이동)
16158,제주연신로점,제주특별자치도 제주시 이도이동신설로11길 57 101
16159,제주연중로점,제주특별자치도 제주시 연동11길 25(연동)
16160,제주오라로점,제주특별자치도 제주시 오라로 461층(오라삼동)
16161,제주오라점,제주특별자치도 제주시 서사로 173(오라일동)
16162,제주외도로점,제주특별자치도 제주시 외도일동우정로4길 40
16163,제주외도점,제주특별자치도 제주시 일주서로7344
16164,제주용담센터점,제주특별자치도 제주시 남성로 83-11층
16165,제주용담해안로점,제주특별자치도 제주시 서해안로612 (용담삼동)
16166,제주용담현대점,제주특별자치도 제주시 용담로50-1 (용담이동)
16167,제주용두암점,제주특별자치도 제주시 용두암길16 (용담이동)
16168,제주용문로터리점,제주특별자치도 제주시 용담이동용문로 162
16169,제주용수해안로점,제주특별자치도 제주시 한경해안로 156
16170,제주용해로점,제주특별자치도 제주시 용화로1 (용담이동)
16171,제주우도비양도점,제주특별자치도 제주시 우도해안길 920
16172,제주우도천진항점,제주특별자치도 제주시 우도해안길 86
16173,제주우도해안길점,제주특별자치도 제주시 우도해안길 810
16174,제주우평로점,제주특별자치도 제주시 우평로 11
16175,제주원남점,제주특별자치도 제주시 원남6길 491층
16176,제주월랑센터점,제주특별자치도 제주시 다랑곶4길 26
16177,제주월정리점,제주특별자치도 제주시 월정1길 21층
16178,제주월정해안로점,제주특별자치도 제주시 행원로1길 33
16179,제주유수암점,제주특별자치도 제주시 유수암평화길 242
16180,제주이도남광점,제주특별자치도 제주시 남광로 24
16181,제주이도뉴타운점,제주특별자치도 제주시 구남동6길6 (이도이동)
16182,제주이도동광양점,제주특별자치도 제주시 동광로 51
16183,제주이도베라체점,제주특별자치도 제주시 신설로46 (아라이동)
16184,제주이도센터점,제주특별자치도 제주시 청귤로3길 54
16185,제주이도아람점,제주특별자치도 제주시 중앙로270-4 (이도이동)
16186,제주이도제일점,제주특별자치도 제주시 동광로6길11 (이도이동)
16187,제주이도중앙점,"제주특별자치도 제주시 구남로7길 36 상가동109,110호(이도이동, 주공1아파트)"
16188,제주이호로드점,제주특별자치도 제주시 일주서로 7589
16189,제주인화로점,제주특별자치도 제주시 동광로21길6 (일도이동)
16190,제주일도대림점,제주특별자치도 제주시 태성로 34-1
16191,제주일도점,제주특별자치도 제주시 일도이동삼성로 116
16192,제주일도하나점,제주특별자치도 제주시 동광로19길 551층 104호
16193,제주일주서로점,제주특별자치도 제주시 일주서로 7735도두일동
16194,제주전농로점,제주특별자치도 제주시 전농로 79
16195,제주제광점,제주특별자치도 제주시 서광로 28길15 (이도이동)
16196,제주제원점,제주특별자치도 제주시 신광로 48
16197,제주제일고점,제주특별자치도 제주시 진군길 22
16198,제주조천점,제주특별자치도 제주시 신북로 255
16199,제주진군점,제주특별자치도 제주시 진군중길 27
16200,제주천수로점,제주특별자치도 제주시 일도이동천수로 52
16201,제주탐라광장점,제주특별자치도 제주시 산지로 311층(일도일동)
16202,제주탑동광장점,제주특별자치도 제주시 동화로1길 49-14(화북원동)
16203,제주탑동로점,제주특별자치도 제주시 삼도이동중앙로2길 15
16204,제주터미널점,제주특별자치도 제주시 서광로171 (용담일동)
16205,제주퍼시픽호텔점,제주특별자치도 제주시 서사로25 (삼도이동)
16206,제주펠리체점,"제주특별자치도 제주시 도령로73 (연동, 연동펠리체 102호)"
16207,제주평대점,제주특별자치도 제주시 구좌읍일주동로 2973
16208,제주하도점,제주특별자치도 제주시 문주란로1길 74-24
16209,제주학사로점,제주특별자치도 제주시 신성로105 (이도이동)
16210,제주한림로점,제주특별자치도 한림읍 한림로359
16211,제주한림읍사무소점,제주특별자치도 제주시 한림상로 142
16212,제주한림중앙점,제주특별자치도 제주시 한림읍 한림중앙로35
16213,제주한림항점,제주특별자치도 제주시 한림해안로 139한림항 선원복지회관 지선 가번지
16214,제주한림항호텔점,제주특별자치도 제주시 한림읍 한림로656
16215,제주한마음병원점,제주특별자치도 제주시 연신로52 (이도이동)
16216,제주함덕게스트하우스,제주특별자치도 제주시 조천읍신북로 643
16217,제주함덕삼다점,제주특별자치도 제주시 조함해안로 488
16218,제주합동청사점,제주특별자치도 제주시 연삼로318 1층 102호 (도남동)
16219,제주해안도로점,제주특별자치도 제주시 서해안로228 (도두일동)
16220,제주현대오피스텔점,"제주특별자치도 제주시 도령로 871층 103호(연동, 현대오피스텔)"
16221,제주협재돌집점,제주특별자치도 제주시 한림로 318
16222,제주화북공단점,제주특별자치도 제주시 선반로 69
16223,제주화북주공점,"제주특별자치도 제주시 동화로1길 9101,2호"
16224,제주화북중앙점,제주특별자치도 제주시 진남로6길21
16225,제주화북진남점,제주특별자치도 제주시 진남로10길 27
16226,제주ICC점,제주 서귀포시 중문동2700
16227,제주KAL호텔점,제주특별자치도 제주시 삼성로13
16228,건양대건양회관점,충청남도 논산시 대학로 121 건양대학교(내동)
16229,건양대의학관점,충청남도 논산시 대학로 121 건양대학교(내동)
16230,계룡고점,충남 계룡시 서금암로77(금암동)
16231,계룡금암빌리지점,충남 계룡시 금암동금임로 139  102
16232,계룡금암점,충남 계룡시 서금암3길16-13(금암동)
16233,계룡대코스모스관점,충청남도 계룡시 신도안면계룡대로 663
16234,계룡로드점,충청남도 논산시 연산면계백로 2736
16235,계룡엄사중앙점,충청남도 계룡시 엄사면번영로 111
16236,공주교대사랑점,충청남도 공주시 제민천2길 22
16237,공주교동점,충청남도 공주시 교동79-4
16238,공주대점,충청남도 공주시 신관동번영2로 78-6
16239,공주동학사점,충남 공주시 동학사1로126-1
16240,공주동학사주차장점,충청남도 공주시 반포면동학사1로 263
16241,공주반죽점,충남 공주시 반죽동봉황로 74-1 외1필지
16242,공주번영로점,충청남도 공주시 신관동번영1로 5
16243,공주신관점,충남 공주시 번영2로40-15 (신관동)
16244,공주신관한빛점,충청남도 공주시 번영1로 48-8 (신관동)
16245,공주신관행복점,"충청남도 공주시 관골2길 34 제상가동제1층 제103호(신관동, 주공아파트)"
16246,공주신관현대점,충남 공주시 공주대학로17-33 (신관동)
16247,공주신영휴게소점,충남 공주시 유구읍 금계산로422
16248,공주여고점,충청남도 공주시 공주여고길 13(금학동)
16249,공주오거리점,충청남도 공주시 오거리길 14-1
16250,공주유구본점,충남 공주시 유구읍 중앙1길100-1
16251,공주유구점,충남 공주시 유구읍 중앙1길37
16252,공주유구터미널점,충남 공주시 유구읍 석남리283-9
16253,공주점,충청남도 공주시 무령로 225(산성동)
16254,공주중동점,충청남도 공주시 중동웅진로 146
16255,공주터미널점,충남 공주시 신관로74 (신관동)
16256,금산상리주공점,충청남도 금산군 비단로 305
16257,금산상리중앙점,충청남도 금산군 금산읍비단로 337
16258,금산중앙점,충청남도 금산군 비범로 43외 2필지
16259,금산추부중앙점,충청남도 금산군 추부면서대산로 550
16260,금산칸타빌점,"충청남도 금산군 북사직7길 15101, 102호"
16261,남서울대성월점,충청남도 천안시 서북구 성환읍성월리 130-7번지
16262,내포아르페온점,충청남도 홍성군 홍북면상하천로 31 102(아르페온1차1층)
16263,내포청담프라자점,충청남도 홍성군 홍북면청사로174번길 17 1층 106호
16264,논산건양대원룸점,충청남도 논산시 교와1길 261층
16265,논산공단로드점,충청남도 논산시 성동면성동로595
16266,논산내동점,충청남도 논산시 시민로 294 (내동)
16267,논산연산로드점,충청남도 논산시 연산면계백로 2579
16268,논산취암본점,충청남도 논산시 취암동중앙로410번길 3
16269,논산취암부영점,충청남도 논산시 부창로 82번길13-1(취암동)
16270,논산취암센터점,충청남도 논산시 부창로 981층(취암동)
16271,논산취암원룸점,충청남도 논산시 관촉로 171층
16272,논산취암중앙점,충청남도 논산시 중앙로 384번길21-2(취암동)
16273,논산터미널중앙점,충청남도 논산시 취암동 1045-4
16274,논산훈련소정문점,충남논산시 연무읍 득안대로487-8
16275,당진가곡선호점,충청남도 당진시 송산로 1077외 1필지
16276,당진등기소2호점,"충청남도 당진시 청룡길 215외 1필지(152-15, 151)(읍내동)"
16277,당진등기소점,충남 당진시 천변2길7 101호(읍내동)
16278,당진롯데캐슬점,"충청남도 당진시 송악읍 반촌로 108,121동 205호"
16279,당진면천점,충청남도 당진시 면천면한천로 865
16280,당진복운점,충청남도 당진시 송악읍신복운로6길 16-1
16281,당진빌리지점,충남 당진시 읍내동무수동4길 24-3 (꿈에뜰상가 101호)
16282,당진삼봉점,충청남도 당진시 석문면대호로 1536
16283,당진삽교터미널점,충청남도 당진시 신평면삽교천길 103
16284,당진석포로드점,충청남도 당진시 송악로 516
16285,당진송악점,"충청남도 당진시 신복운로3길 28상가동 104, 105호(신성미소지움1단지)"
16286,당진송악중앙점,충청남도 당진시 송악읍 신복운로7길 13-11층
16287,당진순성점,충청남도 당진시 순성면순성로 456   1호2호
16288,당진시립중앙점,충청남도 당진시 당진중앙2로 132-301동(읍내동)
16289,당진신성대원룸점,충청남도 당진시 대학로 28-4
16290,당진신성대점,충청남도 당진시 정미면덕마길 38
16291,당진신터미널점,충남 당진군 당진읍수청리980 당진시티타워106호
16292,당진신평로드점,충청남도 당진시 신평면 서해로 7459
16293,당진신평중앙점,충청남도 당진시 신평면거산리 4-12 정직한빌딩 101-102호
16294,당진아울렛점,충청남도 당진시 시곡동70-10 1-105
16295,당진원당로드점,충청남도 당진시 원당로 98
16296,당진읍내빌리지점,충청남도 당진시 당진중앙3로 36
16297,당진읍내스타점,충청남도 당진시 당진중앙2로 33-4
16298,당진중앙점,충청남도 당진시 당진중앙2로70
16299,당진채운교차로점,충청남도 당진시 서부로 85-6
16300,당진채운이안점,충청남도 당진시 운곡로 197-81층
16301,당진채운휴먼빌,"충청남도 당진시 백암로 219-64상가 101,102호(채운동, 채운휴먼빌아파트)"
16302,당진한진점,충청남도 당진시 부곡공단로 350-5112-911층
16303,당진한진타운점,충청남도 당진시 부곡공단로 412-25  B동
16304,당진합덕운산점,충청남도 당진시 미락1안길 20
16305,대천동대점 B,충남 보령시 작은오랏2길61 (동대동)
16306,대천바다중앙점 B,충남 보령시 대해로897-5 (신흑동)
16307,대천비치점,충남 보령시 해수욕장12길5 (신흑동)
16308,대천신광장점 B,충남 보령시 대해로881 (신흑동)
16309,대천중앙점 B,충남 보령시 중앙로62 (대천동)
16310,대천해변점 B,충남 보령시 해수욕장장10길60-12 (신흑동)
16311,대천해수욕장점,충청남도 보령시 대해로 896 24시편의점
16312,동학사사랑점,충청남도 공주시 반포면임금봉길 29 나동1층
