,loc1,loc2,name,location
2108,서울특별시,송파구,마천금호점,"서울특별시 송파구 마천로57길 16, (마천동) 1층 101호"
2109,서울특별시,송파구,마천동아점,"서울특별시 송파구 성내천로21길 6, (마천동)"
2110,서울특별시,송파구,마천우방점,"서울특별시 송파구 성내천로 223, (마천동)"
2111,서울특별시,송파구,마천중앙점,서울특별시 송파구 마천로43길 32-1
2112,서울특별시,송파구,마천칠성점,"서울특별시 송파구 거마로22길 7, (마천동)"
2113,서울특별시,송파구,마천파크데일점,서울특별시 송파구 성내천로 261 구본빌딩
2114,서울특별시,송파구,마천현대점,"서울특별시 송파구 마천로51길 1, (마천동)"
2115,경기도,용인시,마평로드점,"경기도 용인시 처인구 중부대로 1755, (마평동)"
2116,경기도,용인시,마평제일점,"경기도 용인시 처인구 동부로 21, (마평동)"
2117,경기도,용인시,마평중부점,"경기도 용인시 처인구 중부대로 1712, (마평동)"
2118,서울특별시,마포구,마포SK점,"서울특별시 마포구 마포대로 73, 스케이허브그린 -(도화동) 1층 108호"
2119,서울특별시,마포구,마포경성점,"서울특별시 마포구 성미산로 103, 연남동  (연남동)"
2120,서울특별시,마포구,마포구청점,"서울특별시 마포구 월드컵로 139, (망원동)"
2121,서울특별시,마포구,마포대운점,"서울특별시 마포구 토정로37길 23-1, (용강동)"
2122,서울특별시,마포구,마포마이다스점,"서울특별시 마포구 월드컵로36길 18, 삼라마이다스 (성산동) 1층 101호"
2123,서울특별시,마포구,마포망원점,"서울특별시 마포구 월드컵로31길 11,  (망원동) 1층"
2124,서울특별시,마포구,마포사랑점,서울특별시 마포구 도화2안길 9-1
2125,서울특별시,마포구,마포상암점,"서울특별시 마포구 월드컵북로 347, 상암메디칼빌딩 (상암동) 104호"
2126,서울특별시,마포구,마포서교점,"서울특별시 마포구 양화로11길 18,  (서교동)"
2127,서울특별시,마포구,마포성산점,"서울특별시 마포구 월드컵북로 171,  (성산동) 1층"
2128,서울특별시,마포구,마포애오개점,"서울특별시 마포구 마포대로16길 4, (공덕동)"
2129,서울특별시,마포구,마포에이스점,서울특별시 마포구 토정로 319
2130,서울특별시,마포구,마포연남점,"서울특별시 마포구 동교로 261-1, (연남동)"
2131,서울특별시,마포구,마포염리점,"서울특별시 마포구 독막로42길 7, (염리동)"
2132,서울특별시,마포구,마포용강점,"서울특별시 마포구 토정로 279-1,  (용강동) 1층"
2133,서울특별시,마포구,마포우성점,"서울특별시 마포구 삼개로 33, 우성아파트 상가(도화동) 1층 102호"
